0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
24.5,1992,16.3,6.6,2.4,0.3,0,0,59.3,32,12.4,2.9,0.4
17.3,1993,0.3,0,0,0,0,0,82.4,56,29.6,9.5,2.3
25.7,1994,74.1,24.4,4.3,0,0,0,0.3,0.1,0,0,0
41.8,1995,3.5,0,0,0,0,0,54.7,31.5,11.7,4,0.7
19.5,1996,77.8,69.6,55.5,26.8,0.3,0,2.7,0,0,0,0
24.1,1997,46.7,35,26,10,0,0,29.2,8.7,0,0,0
30,1998,5.5,1.1,0,0,0,0,64.6,36.6,10.4,0.8,0.1
55.1,1999,11.3,2,0,0,0,0,33.7,11.2,3,0,0
4,2000,96,77,42.8,7.1,0,0,0,0,0,0,0
40.6,2001,47.5,21,6.7,1,0,0,12,0.8,0,0,0
0,2002,100,99.9,96.4,81.3,33.6,0,0,0,0,0,0
3.9,2003,96.2,81.5,54.4,9.5,0.6,0,0,0,0,0,0
5.9,2004,94.2,81.9,37.9,4,0,0,0,0,0,0,0
41.5,2005,4.9,0.3,0,0,0,0,53.7,39.4,25.7,10.8,1.7
11.7,2006,88.4,64.2,21.6,2.1,0.2,0,0,0,0,0,0
19.8,2007,78.1,57.9,42.7,12.2,0.4,0,2.2,0,0,0,0
62.1,2008,31.3,10.9,1.9,0,0,0,6.7,0.3,0,0,0
22.1,2009,73,46.3,13.3,1.1,0,0,4.9,1.1,0,0,0
67.3,2010,12.7,3,0,0,0,0,20,4.7,0.3,0,0
24.9,2011,49.4,33.8,19.2,5,0,0,25.7,18.7,8.2,0.6,0
6.8,2012,93.2,77,39.3,6.1,1,0,0,0,0,0,0
11,2013,89,71.4,33.9,5.8,0,0,0,0,0,0,0
18.9,2014,79.5,61,33.8,6.9,0,0,1.7,0.9,0,0,0
49.2,2015,27.1,9.6,3.2,0.6,0.3,0,23.6,6.1,0.3,0,0
38,2016,55.5,27.6,7.6,0,0,0,6.6,1.4,0.7,0,0
52.2,2017,41,16.1,6.5,0.4,0,0,6.7,3.4,1.4,0,0
